# metadata_json,"{""task"":""analyze_sky_vs_50ohm"",""timestamp_utc"":""2026-07-20T19:53:13.524807+00:00"",""product"":""stitched_sky_over_50ohm"",""ratio"":""sky_psd_linear_per_hz / calibration_psd_linear_per_hz"",""stitch_method"":""mean ratio in uniform frequency bins"",""stitched_bin_width_hz"":585.9370000362396,""center_freqs_hz"":[1418805800,1419605800,1420405800,1421205800,1422005800],""sky_data_dir"":""../data/lab_21cm_data_072026_2"",""calibration_data_dir"":""../data/lab_50ohm_data_072026_2"",""sky_scan_count"":100,""calibration_scan_count"":100}"
frequency_hz,frequency_mhz,sky_over_50ohm,n_points_averaged
1417660492.188,1417.660492188,3.517201860584e+00,1
1417661078.125,1417.661078125,3.156416561150e+00,1
1417661664.062,1417.661664062,3.084470834920e+00,1
1417662250.000,1417.662250000,1.198581057533e+01,1
1417662835.938,1417.662835938,3.289448117470e+01,1
1417663421.875,1417.663421875,1.011734227356e+01,1
1417664007.812,1417.664007812,3.174709348421e+00,1
1417664593.750,1417.664593750,3.003471314265e+00,1
1417665179.688,1417.665179688,3.007395527773e+00,1
1417665765.625,1417.665765625,3.108446805010e+00,1
1417666351.562,1417.666351562,3.081358278288e+00,1
1417666937.500,1417.666937500,3.090781939842e+00,1
1417667523.438,1417.667523438,3.092404304210e+00,1
1417668109.375,1417.668109375,3.176838231321e+00,1
1417668695.312,1417.668695312,3.078730287709e+00,1
1417669281.250,1417.669281250,3.447377211539e+00,1
1417669867.188,1417.669867188,3.624108224300e+00,1
1417670453.125,1417.670453125,3.036666052485e+00,1
1417671039.062,1417.671039062,2.974258224597e+00,1
1417671625.000,1417.671625000,2.965548716620e+00,1
1417672210.938,1417.672210938,4.262959872303e+00,1
1417672796.875,1417.672796875,6.597725687262e+00,1
1417673382.812,1417.673382812,7.039332194259e+00,1
1417673968.750,1417.673968750,3.616531626380e+00,1
1417674554.688,1417.674554688,2.916501318755e+00,1
1417675140.625,1417.675140625,3.072242563391e+00,1
1417675726.562,1417.675726562,3.181280655708e+00,1
1417676312.500,1417.676312500,3.166506554681e+00,1
1417676898.438,1417.676898438,2.982437017979e+00,1
1417677484.375,1417.677484375,3.004219718104e+00,1
1417678070.312,1417.678070312,2.905731684787e+00,1
1417678656.250,1417.678656250,2.814236885755e+00,1
1417679242.188,1417.679242188,2.881851107675e+00,1
1417679828.125,1417.679828125,3.121133286638e+00,1
1417680414.062,1417.680414062,3.022763634847e+00,1
1417681000.000,1417.681000000,2.921573970460e+00,1
1417681585.938,1417.681585938,2.919747493412e+00,1
1417682171.875,1417.682171875,2.910220028203e+00,1
1417682757.812,1417.682757812,2.976557578102e+00,1
1417683343.750,1417.683343750,2.948098896567e+00,1
1417683929.688,1417.683929688,3.259507580248e+00,1
1417684515.625,1417.684515625,3.617376041572e+00,1
1417685101.562,1417.685101562,3.355962409972e+00,1
1417685687.500,1417.685687500,3.053654126696e+00,1
1417686273.438,1417.686273438,2.851734081521e+00,1
1417686859.375,1417.686859375,2.942658090213e+00,1
1417687445.312,1417.687445312,3.039346045662e+00,1
1417688031.250,1417.688031250,3.015119351420e+00,1
1417688617.188,1417.688617188,2.913380132190e+00,1
1417689203.125,1417.689203125,3.089530024955e+00,1
1417689789.062,1417.689789062,3.072655880782e+00,1
1417690375.000,1417.690375000,3.069183796803e+00,1
1417690960.938,1417.690960938,2.956721598092e+00,1
1417691546.875,1417.691546875,3.050978821012e+00,1
1417692132.812,1417.692132812,3.178421856432e+00,1
1417692718.750,1417.692718750,3.602880761910e+00,1
1417693304.688,1417.693304688,3.371609048677e+00,1
1417693890.625,1417.693890625,3.194495049575e+00,1
1417694476.562,1417.694476562,3.099839051441e+00,1
1417695062.500,1417.695062500,3.218709755691e+00,1
1417695648.438,1417.695648438,3.063945375830e+00,1
1417696234.375,1417.696234375,3.190629382922e+00,1
1417696820.312,1417.696820312,3.398311827030e+00,1
1417697406.250,1417.697406250,3.226757323174e+00,1
1417697992.188,1417.697992188,3.056867243530e+00,1
1417698578.125,1417.698578125,3.074112475169e+00,1
1417699164.062,1417.699164062,3.087728064357e+00,1
1417699750.000,1417.699750000,3.130309516328e+00,1
1417700335.938,1417.700335938,3.044134231794e+00,1
1417700921.875,1417.700921875,3.100267138756e+00,1
1417701507.812,1417.701507812,3.575083004390e+00,1
1417702093.750,1417.702093750,3.718949292368e+00,1
1417702679.688,1417.702679688,3.154502016393e+00,1
1417703265.625,1417.703265625,3.077453593418e+00,1
1417703851.562,1417.703851562,2.931769533429e+00,1
1417704437.500,1417.704437500,3.291502205264e+00,1
1417705023.438,1417.705023438,3.452669789271e+00,1
1417705609.375,1417.705609375,3.340842046837e+00,1
1417706195.312,1417.706195312,3.256703128877e+00,1
1417706781.250,1417.706781250,3.121778211950e+00,1
1417707367.188,1417.707367188,3.217436915860e+00,1
1417707953.125,1417.707953125,3.281339112704e+00,1
1417708539.062,1417.708539062,3.442622639141e+00,1
1417709125.000,1417.709125000,3.904105026762e+00,1
1417709710.938,1417.709710938,8.577205601315e+00,1
1417710296.875,1417.710296875,1.185610024052e+01,1
1417710882.812,1417.710882812,1.670227733224e+01,1
1417711468.750,1417.711468750,6.293427680041e+00,1
1417712054.688,1417.712054688,3.919818641050e+00,1
1417712640.625,1417.712640625,3.176864252588e+00,1
1417713226.562,1417.713226562,2.993992925691e+00,1
1417713812.500,1417.713812500,3.123977609997e+00,1
1417714398.438,1417.714398438,3.479918558597e+00,1
1417714984.375,1417.714984375,3.518647518407e+00,1
1417715570.312,1417.715570312,3.182479816448e+00,1
1417716156.250,1417.716156250,3.436180773438e+00,1
1417716742.188,1417.716742188,3.604578443178e+00,1
1417717328.125,1417.717328125,3.163854788345e+00,1
1417717914.062,1417.717914062,2.913982943076e+00,1
1417718500.000,1417.718500000,2.785553990967e+00,1
1417719085.938,1417.719085938,2.826364876118e+00,1
1417719671.875,1417.719671875,2.827235648078e+00,1
1417720257.812,1417.720257812,2.998774684820e+00,1
1417720843.750,1417.720843750,2.980071296277e+00,1
1417721429.688,1417.721429688,2.889825959667e+00,1
1417722015.625,1417.722015625,2.912064194594e+00,1
1417722601.562,1417.722601562,2.923018644462e+00,1
1417723187.500,1417.723187500,2.930930888955e+00,1
1417723773.438,1417.723773438,3.402593664248e+00,1
1417724359.375,1417.724359375,3.378798613567e+00,1
1417724945.312,1417.724945312,3.703978827312e+00,1
1417725531.250,1417.725531250,3.198572712418e+00,1
1417726117.188,1417.726117188,3.125360031907e+00,1
1417726703.125,1417.726703125,2.988227674270e+00,1
1417727289.062,1417.727289062,2.853038039757e+00,1
1417727875.000,1417.727875000,2.948099998556e+00,1
1417728460.938,1417.728460938,2.948695452089e+00,1
1417729046.875,1417.729046875,3.297578635085e+00,1
1417729632.812,1417.729632812,3.176698557230e+00,1
1417730218.750,1417.730218750,3.205592371172e+00,1
1417730804.688,1417.730804688,3.317811710556e+00,1
1417731390.625,1417.731390625,3.083872748748e+00,1
1417731976.562,1417.731976562,3.094895525766e+00,1
1417732562.500,1417.732562500,3.139243523039e+00,1
1417733148.438,1417.733148438,2.956785727205e+00,1
1417733734.375,1417.733734375,3.090865436310e+00,1
1417734320.312,1417.734320312,2.967179852958e+00,1
1417734906.250,1417.734906250,3.093445304125e+00,1
1417735492.188,1417.735492188,3.254924713641e+00,1
1417736078.125,1417.736078125,3.070279149966e+00,1
1417736664.062,1417.736664062,2.862775954842e+00,1
1417737250.000,1417.737250000,2.923292361754e+00,1
1417737835.938,1417.737835938,2.907422512318e+00,1
1417738421.875,1417.738421875,3.144087027380e+00,1
1417739007.812,1417.739007812,2.932008629287e+00,1
1417739593.750,1417.739593750,2.859741043654e+00,1
1417740179.688,1417.740179688,3.088180610569e+00,1
1417740765.625,1417.740765625,3.320317553549e+00,1
1417741351.562,1417.741351562,2.963517295263e+00,1
1417741937.500,1417.741937500,2.815004162487e+00,1
1417742523.438,1417.742523438,2.834247187180e+00,1
1417743109.375,1417.743109375,3.087904276817e+00,1
1417743695.312,1417.743695312,3.978637777249e+00,1
1417744281.250,1417.744281250,3.810322315413e+00,1
1417744867.188,1417.744867188,2.940608740345e+00,1
1417745453.125,1417.745453125,2.921264801414e+00,1
1417746039.062,1417.746039062,3.101379954281e+00,1
1417746625.000,1417.746625000,2.989754097925e+00,1
1417747210.938,1417.747210938,2.908702348984e+00,1
1417747796.875,1417.747796875,2.992823813213e+00,1
1417748382.812,1417.748382812,3.331662046514e+00,1
1417748968.750,1417.748968750,3.330833142530e+00,1
1417749554.688,1417.749554688,3.287181871429e+00,1
1417750140.625,1417.750140625,3.100777216121e+00,1
1417750726.562,1417.750726562,2.838287147905e+00,1
1417751312.500,1417.751312500,2.806454543521e+00,1
1417751898.438,1417.751898438,3.040952096196e+00,1
1417752484.375,1417.752484375,2.892453278475e+00,1
1417753070.312,1417.753070312,2.886376377244e+00,1
1417753656.250,1417.753656250,2.858043375327e+00,1
1417754242.188,1417.754242188,3.079599285081e+00,1
1417754828.125,1417.754828125,3.060191861835e+00,1
1417755414.062,1417.755414062,3.127555338282e+00,1
1417756000.000,1417.756000000,3.424764226459e+00,1
1417756585.938,1417.756585938,3.253610283411e+00,1
1417757171.875,1417.757171875,3.261815502393e+00,1
1417757757.812,1417.757757812,2.841548267257e+00,1
1417758343.750,1417.758343750,3.030548756754e+00,1
1417758929.688,1417.758929688,2.938876233301e+00,1
1417759515.625,1417.759515625,2.882047564600e+00,1
1417760101.562,1417.760101562,2.852411461734e+00,1
1417760687.500,1417.760687500,2.896264451713e+00,1
1417761273.438,1417.761273438,3.037333591197e+00,1
1417761859.375,1417.761859375,2.968496387081e+00,1
1417762445.312,1417.762445312,3.236395256624e+00,1
1417763031.250,1417.763031250,3.223301822355e+00,1
1417763617.188,1417.763617188,3.239549784512e+00,1
1417764203.125,1417.764203125,3.062878610882e+00,1
1417764789.062,1417.764789062,2.929027867795e+00,1
1417765375.000,1417.765375000,2.999169286722e+00,1
1417765960.938,1417.765960938,2.897421325662e+00,1
1417766546.875,1417.766546875,2.881369637602e+00,1
1417767132.812,1417.767132812,2.983270513569e+00,1
1417767718.750,1417.767718750,2.954581729783e+00,1
1417768304.688,1417.768304688,3.206285224150e+00,1
1417768890.625,1417.768890625,4.863759663635e+00,1
1417769476.562,1417.769476562,3.997916449000e+00,1
1417770062.500,1417.770062500,2.930509362120e+00,1
1417770648.438,1417.770648438,3.033652548178e+00,1
1417771234.375,1417.771234375,3.213941429109e+00,1
1417771820.312,1417.771820312,3.073119790153e+00,1
1417772406.250,1417.772406250,3.089551294884e+00,1
1417772992.188,1417.772992188,3.192148020270e+00,1
1417773578.125,1417.773578125,3.264876756779e+00,1
1417774164.062,1417.774164062,3.186764825991e+00,1
1417774750.000,1417.774750000,3.077842157458e+00,1
1417775335.938,1417.775335938,3.258643938203e+00,1
1417775921.875,1417.775921875,4.016740164831e+00,1
1417776507.812,1417.776507812,3.708610296082e+00,1
1417777093.750,1417.777093750,3.489651298960e+00,1
1417777679.688,1417.777679688,1.466700017904e+01,1
1417778265.625,1417.778265625,4.186755630140e+01,1
1417778851.562,1417.778851562,1.341276623627e+01,1
1417779437.500,1417.779437500,3.522861008633e+00,1
1417780023.438,1417.780023438,3.266437826632e+00,1
1417780609.375,1417.780609375,3.623571562745e+00,1
1417781195.312,1417.781195312,3.882624899770e+00,1
1417781781.250,1417.781781250,3.067922269675e+00,1
1417782367.188,1417.782367188,2.891891842738e+00,1
1417782953.125,1417.782953125,2.920516823972e+00,1
1417783539.062,1417.783539062,2.915526446952e+00,1
1417784125.000,1417.784125000,2.902841520584e+00,1
1417784710.938,1417.784710938,2.821250978410e+00,1
1417785296.875,1417.785296875,2.836541497049e+00,1
1417785882.812,1417.785882812,2.771805681277e+00,1
1417786468.750,1417.786468750,2.828905668163e+00,1
1417787054.688,1417.787054688,2.952195666602e+00,1
1417787640.625,1417.787640625,3.266908082276e+00,1
1417788226.562,1417.788226562,3.494386199906e+00,1
1417788812.500,1417.788812500,3.044165125282e+00,1
1417789398.438,1417.789398438,3.123270308048e+00,1
1417789984.375,1417.789984375,2.942221667437e+00,1
1417790570.312,1417.790570312,2.835121417649e+00,1
1417791156.250,1417.791156250,2.785311129016e+00,1
1417791742.188,1417.791742188,2.956453338005e+00,1
1417792328.125,1417.792328125,3.444741181203e+00,1
1417792914.062,1417.792914062,3.517111401864e+00,1
1417793500.000,1417.793500000,3.174550200849e+00,1
1417794085.938,1417.794085938,2.856975801265e+00,1
1417794671.875,1417.794671875,2.923019217980e+00,1
1417795257.812,1417.795257812,2.910579722553e+00,1
1417795843.750,1417.795843750,2.969789481876e+00,1
1417796429.688,1417.796429688,2.962945944701e+00,1
1417797015.625,1417.797015625,2.886232927470e+00,1
1417797601.562,1417.797601562,3.130033836561e+00,1
1417798187.500,1417.798187500,3.278088725071e+00,1
1417798773.438,1417.798773438,3.043406867959e+00,1
1417799359.375,1417.799359375,2.912377265172e+00,1
1417799945.312,1417.799945312,2.848993942526e+00,1
1417800531.250,1417.800531250,3.512064059382e+00,1
1417801117.188,1417.801117188,6.484231457974e+00,1
1417801703.125,1417.801703125,4.245520672655e+00,1
1417802289.062,1417.802289062,3.142179666853e+00,1
1417802875.000,1417.802875000,3.058709392936e+00,1
1417803460.938,1417.803460938,2.949802615948e+00,1
1417804046.875,1417.804046875,2.873984568031e+00,1
1417804632.812,1417.804632812,2.866957496822e+00,1
1417805218.750,1417.805218750,2.785495243127e+00,1
1417805804.688,1417.805804688,2.853256562429e+00,1
1417806390.625,1417.806390625,3.098050768990e+00,1
1417806976.562,1417.806976562,3.486450886668e+00,1
1417807562.500,1417.807562500,3.306171956618e+00,1
1417808148.438,1417.808148438,3.199079168235e+00,1
1417808734.375,1417.808734375,3.352791597474e+00,1
1417809320.312,1417.809320312,3.285334072372e+00,1
1417809906.250,1417.809906250,2.971907203105e+00,1
1417810492.188,1417.810492188,3.004667406606e+00,1
1417811078.125,1417.811078125,3.005314435469e+00,1
1417811664.062,1417.811664062,3.015682530245e+00,1
1417812250.000,1417.812250000,3.110005474200e+00,1
1417812835.938,1417.812835938,3.110828516365e+00,1
1417813421.875,1417.813421875,2.923866743402e+00,1
1417814007.812,1417.814007812,2.936095197058e+00,1
1417814593.750,1417.814593750,2.839133476972e+00,1
1417815179.688,1417.815179688,2.741489164682e+00,1
1417815765.625,1417.815765625,2.891232563617e+00,1
1417816351.562,1417.816351562,3.144840348282e+00,1
1417816937.500,1417.816937500,3.012991213376e+00,1
1417817523.438,1417.817523438,2.944870330109e+00,1
1417818109.375,1417.818109375,2.800079678022e+00,1
1417818695.312,1417.818695312,2.750473544259e+00,1
1417819281.250,1417.819281250,2.892278330014e+00,1
1417819867.188,1417.819867188,3.444346536988e+00,1
1417820453.125,1417.820453125,3.578107792934e+00,1
1417821039.062,1417.821039062,3.095651550951e+00,1
1417821625.000,1417.821625000,3.029954991071e+00,1
1417822210.938,1417.822210938,2.815522958467e+00,1
1417822796.875,1417.822796875,2.735616183136e+00,1
1417823382.812,1417.823382812,2.830521697062e+00,1
1417823968.750,1417.823968750,3.191986481381e+00,1
1417824554.688,1417.824554688,3.190288218130e+00,1
1417825140.625,1417.825140625,2.881234845592e+00,1
1417825726.562,1417.825726562,2.810394680734e+00,1
1417826312.500,1417.826312500,2.889911484918e+00,1
1417826898.438,1417.826898438,2.913293498854e+00,1
1417827484.375,1417.827484375,2.948494686213e+00,1
1417828070.312,1417.828070312,3.039591486278e+00,1
1417828656.250,1417.828656250,2.855107174666e+00,1
1417829242.188,1417.829242188,2.848559883324e+00,1
1417829828.125,1417.829828125,3.108942504893e+00,1
1417830414.062,1417.830414062,3.471909626513e+00,1
1417831000.000,1417.831000000,2.939865059954e+00,1
1417831585.938,1417.831585938,2.886753197951e+00,1
1417832171.875,1417.832171875,2.769695654411e+00,1
1417832757.812,1417.832757812,3.615800893372e+00,1
1417833343.750,1417.833343750,5.663638007087e+00,1
1417833929.688,1417.833929688,3.782893621303e+00,1
1417834515.625,1417.834515625,2.934010293634e+00,1
1417835101.562,1417.835101562,3.096275844532e+00,1
1417835687.500,1417.835687500,3.243571018316e+00,1
1417836273.438,1417.836273438,3.178937459284e+00,1
1417836859.375,1417.836859375,3.060216346544e+00,1
1417837445.312,1417.837445312,2.873960434837e+00,1
1417838031.250,1417.838031250,2.867733966932e+00,1
1417838617.188,1417.838617188,3.097195152971e+00,1
1417839203.125,1417.839203125,3.035394598327e+00,1
1417839789.062,1417.839789062,3.017101696769e+00,1
1417840375.000,1417.840375000,3.317540230579e+00,1
1417840960.938,1417.840960938,3.282804998671e+00,1
1417841546.875,1417.841546875,3.061072949631e+00,1
1417842132.812,1417.842132812,3.009939597094e+00,1
1417842718.750,1417.842718750,3.187404559086e+00,1
1417843304.688,1417.843304688,3.287419467196e+00,1
1417843890.625,1417.843890625,3.204543383322e+00,1
1417844476.562,1417.844476562,3.622774885148e+00,1
1417845062.500,1417.845062500,7.873854351252e+00,1
1417845648.438,1417.845648438,3.016851889060e+01,1
1417846234.375,1417.846234375,1.635981907935e+01,1
1417846820.312,1417.846820312,3.882145344733e+00,1
1417847406.250,1417.847406250,3.300409498829e+00,1
1417847992.188,1417.847992188,3.236902840793e+00,1
1417848578.125,1417.848578125,3.125923609626e+00,1
1417849164.062,1417.849164062,3.111153004573e+00,1
1417849750.000,1417.849750000,3.094951013667e+00,1
1417850335.938,1417.850335938,2.971025556246e+00,1
1417850921.875,1417.850921875,3.042540495384e+00,1
1417851507.812,1417.851507812,3.148073217142e+00,1
1417852093.750,1417.852093750,3.721683452950e+00,1
1417852679.688,1417.852679688,3.790514454310e+00,1
1417853265.625,1417.853265625,3.007855807740e+00,1
1417853851.562,1417.853851562,2.860441923418e+00,1
1417854437.500,1417.854437500,2.911701196796e+00,1
1417855023.438,1417.855023438,2.990675684692e+00,1
1417855609.375,1417.855609375,2.834608214705e+00,1
1417856195.312,1417.856195312,2.921643193872e+00,1
1417856781.250,1417.856781250,3.025494158933e+00,1
1417857367.188,1417.857367188,3.478325082063e+00,1
1417857953.125,1417.857953125,3.367110396062e+00,1
1417858539.062,1417.858539062,3.173568720386e+00,1
1417859125.000,1417.859125000,3.026313134911e+00,1
1417859710.938,1417.859710938,3.507527804099e+00,1
1417860296.875,1417.860296875,3.540844306985e+00,1
1417860882.812,1417.860882812,2.954714384565e+00,1
1417861468.750,1417.861468750,2.831849632560e+00,1
1417862054.688,1417.862054688,3.156460089556e+00,1
1417862640.625,1417.862640625,3.436087281483e+00,1
1417863226.562,1417.863226562,2.935377837724e+00,1
1417863812.500,1417.863812500,2.866432489181e+00,1
1417864398.438,1417.864398438,2.878345224563e+00,1
1417864984.375,1417.864984375,3.023740649836e+00,1
1417865570.312,1417.865570312,3.249308597252e+00,1
1417866156.250,1417.866156250,3.044892254234e+00,1
1417866742.188,1417.866742188,3.168132577283e+00,1
1417867328.125,1417.867328125,2.879766229069e+00,1
1417867914.062,1417.867914062,2.752233188507e+00,1
1417868500.000,1417.868500000,2.751483424918e+00,1
1417869085.938,1417.869085938,2.933478199976e+00,1
1417869671.875,1417.869671875,2.936231258917e+00,1
1417870257.812,1417.870257812,2.806348018206e+00,1
1417870843.750,1417.870843750,2.923256593786e+00,1
1417871429.688,1417.871429688,3.297500836989e+00,1
1417872015.625,1417.872015625,3.726829771033e+00,1
1417872601.562,1417.872601562,3.852162223681e+00,1
1417873187.500,1417.873187500,3.020706653613e+00,1
1417873773.438,1417.873773438,2.888868326020e+00,1
1417874359.375,1417.874359375,2.912838402512e+00,1
1417874945.312,1417.874945312,3.185921868976e+00,1
1417875531.250,1417.875531250,3.018609917919e+00,1
1417876117.188,1417.876117188,2.829210688195e+00,1
1417876703.125,1417.876703125,2.962914820549e+00,1
1417877289.062,1417.877289062,3.493086559187e+00,1
1417877875.000,1417.877875000,3.479431011844e+00,1
1417878460.938,1417.878460938,3.055856407723e+00,1
1417879046.875,1417.879046875,2.977206198002e+00,1
1417879632.812,1417.879632812,2.883776757656e+00,1
1417880218.750,1417.880218750,2.805383368925e+00,1
1417880804.688,1417.880804688,2.717976890957e+00,1
1417881390.625,1417.881390625,2.776264271756e+00,1
1417881976.562,1417.881976562,2.968405396638e+00,1
1417882562.500,1417.882562500,2.968831361923e+00,1
1417883148.438,1417.883148438,3.339521801293e+00,1
1417883734.375,1417.883734375,3.304490345803e+00,1
1417884320.312,1417.884320312,3.878532139830e+00,1
1417884906.250,1417.884906250,3.653943780912e+00,1
1417885492.188,1417.885492188,3.211206895484e+00,1
1417886078.125,1417.886078125,2.956075771289e+00,1
1417886664.062,1417.886664062,2.927323699880e+00,1
1417887250.000,1417.887250000,2.932281379026e+00,1
1417887835.938,1417.887835938,2.829200740889e+00,1
1417888421.875,1417.888421875,3.202095646571e+00,1
1417889007.812,1417.889007812,3.230212553069e+00,1
1417889593.750,1417.889593750,3.225625664718e+00,1
1417890179.688,1417.890179688,3.499125227831e+00,1
1417890765.625,1417.890765625,2.990146580032e+00,1
1417891351.562,1417.891351562,3.020614485206e+00,1
1417891937.500,1417.891937500,3.100524147711e+00,1
1417892523.438,1417.892523438,3.073645189432e+00,1
1417893109.375,1417.893109375,2.940000716670e+00,1
1417893695.312,1417.893695312,2.960013032662e+00,1
1417894281.250,1417.894281250,3.141599222591e+00,1
1417894867.188,1417.894867188,3.190070679359e+00,1
1417895453.125,1417.895453125,2.811290581251e+00,1
1417896039.062,1417.896039062,2.814650320500e+00,1
1417896625.000,1417.896625000,2.809962851152e+00,1
1417897210.938,1417.897210938,3.025918394955e+00,1
1417897796.875,1417.897796875,3.325888193816e+00,1
1417898382.812,1417.898382812,3.292766422126e+00,1
1417898968.750,1417.898968750,2.985457414317e+00,1
1417899554.688,1417.899554688,3.223815880880e+00,1
1417900140.625,1417.900140625,3.215474905502e+00,1
1417900726.562,1417.900726562,2.902140973329e+00,1
1417901312.500,1417.901312500,3.006288974559e+00,1
1417901898.438,1417.901898438,3.097212532228e+00,1
1417902484.375,1417.902484375,2.936358124921e+00,1
1417903070.312,1417.903070312,2.940086895322e+00,1
1417903656.250,1417.903656250,3.229927908015e+00,1
1417904242.188,1417.904242188,3.483620102710e+00,1
1417904828.125,1417.904828125,3.495018600335e+00,1
1417905414.062,1417.905414062,3.125883793031e+00,1
1417906000.000,1417.906000000,2.936188502474e+00,1
